Date,Hour,Season,Temperature(°C),Humidity(%),Dew Point(°C),Solar Radiation(MJ/m2),Residents,AC Usage(hours),Heater Usage(hours),Holiday,Functioning Day,Electricity Usage(kWh)
2022-01-22,21,Autumn,22.5,62.5,20.0,2.73,3,6.8,2.2,No Holiday,Yes,52.2
2022-01-22,22,Autumn,27.1,59.0,25.2,5.22,1,7.4,2.2,Holiday,No,51.4
2022-01-22,23,Summer,27.0,58.4,25.4,5.41,4,5.6,0.8,No Holiday,Yes,51.1
2022-01-23,0,Summer,32.4,62.3,30.8,4.72,5,6.1,2.8,No Holiday,Yes,53.5
2022-01-23,1,Summer,29.4,56.2,27.9,4.45,2,3.8,2.8,No Holiday,Yes,49.0
2022-01-23,2,Spring,26.9,52.2,25.0,4.46,1,6.8,4.3,No Holiday,Yes,54.3
2022-01-23,3,Winter,31.1,57.5,28.5,4.73,3,5.4,2.5,No Holiday,Yes,50.5
2022-01-23,4,Spring,34.0,63.2,32.4,5.51,4,4.4,2.6,No Holiday,Yes,54.5
2022-01-23,5,Spring,29.8,52.0,27.7,4.01,3,2.6,2.5,No Holiday,Yes,49.1
2022-01-23,6,Autumn,27.1,55.4,25.4,4.15,3,4.0,1.3,Holiday,No,49.8
2022-01-23,7,Summer,20.4,60.5,18.6,4.81,2,2.8,3.2,No Holiday,Yes,42.0
2022-01-23,8,Winter,21.7,58.3,20.4,3.7,1,6.5,1.9,No Holiday,Yes,42.6
2022-01-23,9,Autumn,25.5,53.4,23.6,5.17,5,7.4,1.8,Holiday,No,46.4
2022-01-23,10,Spring,24.0,62.3,22.0,4.57,2,6.8,1.9,No Holiday,Yes,52.2
2022-01-23,11,Summer,26.1,66.5,23.8,3.7,4,10.0,1.9,No Holiday,Yes,54.0
2022-01-23,12,Autumn,27.3,57.6,25.2,5.05,3,4.1,1.5,Holiday,No,47.0
2022-01-23,13,Summer,29.6,52.5,28.2,4.91,4,6.2,2.2,No Holiday,Yes,52.5
2022-01-23,14,Autumn,26.6,50.8,24.1,4.44,2,2.6,1.9,No Holiday,Yes,45.9
2022-01-23,15,Summer,29.4,57.2,27.3,5.07,2,4.6,1.8,No Holiday,Yes,49.9
2022-01-23,16,Spring,27.3,61.2,25.2,4.97,5,2.0,2.5,No Holiday,Yes,42.7
2022-01-23,17,Winter,17.1,61.8,15.1,4.07,3,6.1,2.1,No Holiday,Yes,48.4
2022-01-23,18,Spring,22.3,58.3,20.6,4.82,2,4.3,1.4,Holiday,No,44.0
2022-01-23,19,Winter,26.3,54.8,24.2,4.83,4,0.9,1.2,No Holiday,Yes,39.1
2022-01-23,20,Summer,21.0,54.3,18.7,3.41,5,3.6,2.1,No Holiday,Yes,37.8
2022-01-23,21,Autumn,30.0,59.3,28.9,4.76,4,8.6,1.3,No Holiday,Yes,52.6
2022-01-23,22,Spring,34.7,58.3,32.9,6.94,3,5.8,1.2,Holiday,No,53.3
2022-01-23,23,Winter,33.1,48.9,31.2,5.67,5,6.5,1.2,No Holiday,Yes,49.3
2022-01-24,0,Spring,25.9,63.6,23.8,5.78,5,5.3,2.3,No Holiday,Yes,46.8
2022-01-24,1,Winter,34.5,57.0,31.9,6.14,5,4.6,3.2,Holiday,No,56.9
2022-01-24,2,Spring,27.7,62.3,26.1,4.9,1,5.0,2.3,No Holiday,Yes,51.8
2022-01-24,3,Winter,25.3,52.0,23.6,4.68,5,5.5,2.9,Holiday,No,47.1
2022-01-24,4,Winter,23.9,52.4,22.2,4.38,4,2.8,1.9,No Holiday,Yes,49.1
2022-01-24,5,Summer,25.5,56.8,23.9,3.68,4,6.5,2.1,No Holiday,Yes,53.3
2022-01-24,6,Winter,25.1,59.5,23.2,4.51,3,7.2,3.7,Holiday,No,52.9
2022-01-24,7,Summer,27.9,63.8,25.5,5.39,2,4.6,2.8,No Holiday,Yes,52.4
2022-01-24,8,Winter,27.8,59.5,26.3,4.48,2,4.0,2.9,Holiday,No,45.8
2022-01-24,9,Autumn,27.0,55.9,24.8,4.91,1,3.5,1.7,No Holiday,Yes,44.8
2022-01-24,10,Autumn,29.2,52.1,28.0,5.34,5,8.5,2.0,No Holiday,Yes,54.9
2022-01-24,11,Autumn,33.0,60.0,31.2,4.84,1,4.1,2.4,No Holiday,Yes,47.5
2022-01-24,12,Winter,31.7,51.6,29.9,4.95,3,6.3,1.4,No Holiday,Yes,54.3
2022-01-24,13,Summer,19.6,65.6,16.7,3.45,3,4.6,0.0,Holiday,No,38.2
2022-01-24,14,Summer,14.2,59.6,12.4,3.01,2,4.5,2.4,No Holiday,Yes,37.2
2022-01-24,15,Winter,31.7,61.9,30.8,4.52,3,3.5,3.0,No Holiday,Yes,49.7
2022-01-24,16,Autumn,20.2,61.7,19.2,3.57,5,3.1,2.1,Holiday,No,35.7
2022-01-24,17,Autumn,25.9,56.7,23.9,5.3,4,6.5,1.4,No Holiday,Yes,53.4
2022-01-24,18,Summer,21.1,56.6,18.8,3.66,3,3.0,1.7,No Holiday,Yes,39.0
2022-01-24,19,Autumn,18.0,58.2,15.8,3.86,1,5.9,0.0,No Holiday,Yes,38.4
2022-01-24,20,Spring,29.7,57.8,27.6,4.72,5,5.2,1.7,Holiday,No,45.6
2022-01-24,21,Summer,30.8,56.1,28.2,5.67,3,6.5,0.9,No Holiday,Yes,56.0
2022-01-24,22,Autumn,24.1,55.4,22.4,5.07,3,3.8,1.3,No Holiday,Yes,44.3
2022-01-24,23,Summer,14.0,60.1,11.6,3.84,5,7.2,0.8,No Holiday,Yes,39.8
2022-01-25,0,Spring,24.3,58.0,23.1,4.58,3,4.7,0.7,No Holiday,Yes,39.0
2022-01-25,1,Summer,29.0,47.8,27.4,4.78,4,10.0,1.0,No Holiday,Yes,62.0
2022-01-25,2,Summer,19.6,61.0,18.5,3.36,2,1.8,2.6,No Holiday,Yes,35.1
2022-01-25,3,Summer,27.9,52.7,26.1,5.76,5,9.9,1.5,No Holiday,Yes,54.9
2022-01-25,4,Summer,26.9,52.3,24.9,4.31,1,4.7,0.9,No Holiday,Yes,44.8
2022-01-25,5,Spring,29.9,49.3,27.8,5.32,3,5.4,2.8,No Holiday,Yes,52.5
2022-01-25,6,Winter,27.6,49.5,25.6,5.29,2,3.8,2.1,No Holiday,Yes,44.8
2022-01-25,7,Summer,22.1,52.9,20.6,3.94,1,1.9,0.0,No Holiday,Yes,23.9
2022-01-25,8,Summer,33.0,52.3,31.1,5.82,1,3.9,3.0,No Holiday,Yes,52.1
2022-01-25,9,Autumn,26.2,65.0,25.0,5.0,4,4.3,2.1,No Holiday,Yes,48.6
2022-01-25,10,Summer,26.9,54.8,24.2,5.55,2,5.4,2.8,No Holiday,Yes,46.4
2022-01-25,11,Autumn,22.3,59.0,20.5,4.0,5,7.2,1.8,No Holiday,Yes,52.6
2022-01-25,12,Winter,24.8,59.2,23.0,3.84,2,5.4,3.6,No Holiday,Yes,51.6
2022-01-25,13,Spring,22.6,58.8,19.8,4.0,2,5.4,1.6,No Holiday,Yes,45.7
2022-01-25,14,Spring,26.1,56.8,24.8,4.72,1,5.8,0.0,No Holiday,Yes,42.2
2022-01-25,15,Winter,35.6,49.6,34.1,5.58,4,1.5,1.1,Holiday,No,46.4
2022-01-25,16,Spring,20.1,64.8,18.7,3.82,4,1.7,2.5,No Holiday,Yes,37.5
2022-01-25,17,Winter,18.9,66.5,17.0,2.94,2,2.0,2.2,No Holiday,Yes,35.5
2022-01-25,18,Winter,34.4,48.0,32.1,5.67,2,4.3,1.9,No Holiday,Yes,53.9
2022-01-25,19,Winter,26.0,53.1,23.6,5.58,3,1.3,1.0,No Holiday,Yes,36.4
2022-01-25,20,Spring,23.7,56.8,20.4,4.6,1,3.6,2.0,Holiday,No,41.2
2022-01-25,21,Autumn,32.2,51.5,31.3,5.52,5,2.3,2.0,No Holiday,Yes,43.8
2022-01-25,22,Winter,24.0,59.8,21.7,4.68,5,6.0,2.0,No Holiday,Yes,45.7
2022-01-25,23,Summer,36.1,51.2,34.4,5.81,4,5.9,2.5,No Holiday,Yes,56.6
2022-01-26,0,Spring,30.4,64.5,28.7,5.5,1,4.4,2.2,No Holiday,Yes,49.1
2022-01-26,1,Winter,24.6,62.4,22.9,4.65,4,1.2,1.7,No Holiday,Yes,37.1
2022-01-26,2,Winter,37.8,54.5,36.2,5.62,5,4.5,1.0,Holiday,No,56.3
2022-01-26,3,Summer,24.0,61.9,21.1,4.0,2,5.7,3.4,Holiday,No,53.1
2022-01-26,4,Autumn,30.7,60.2,28.3,4.95,1,6.6,4.0,Holiday,No,52.9
2022-01-26,5,Autumn,28.5,54.2,26.5,5.01,1,8.5,3.7,No Holiday,Yes,62.6
2022-01-26,6,Autumn,33.5,51.7,30.8,5.19,3,7.2,2.7,No Holiday,Yes,59.9
2022-01-26,7,Winter,34.8,54.9,33.6,5.64,2,5.3,0.3,No Holiday,Yes,49.1
2022-01-26,8,Winter,27.2,60.3,25.8,4.94,2,4.4,0.2,No Holiday,Yes,42.9
2022-01-26,9,Winter,23.2,58.6,22.3,4.74,4,3.5,1.5,No Holiday,Yes,41.6
2022-01-26,10,Spring,29.3,49.9,27.6,5.57,1,7.7,1.9,No Holiday,Yes,49.3
2022-01-26,11,Summer,23.6,54.7,21.5,4.4,4,5.3,1.9,No Holiday,Yes,44.9
2022-01-26,12,Winter,37.1,53.6,35.0,5.05,2,6.3,2.2,No Holiday,Yes,59.7
2022-01-26,13,Summer,27.7,56.4,25.6,4.6,3,3.8,0.6,Holiday,No,41.3
2022-01-26,14,Summer,25.2,65.3,23.9,4.54,1,2.5,3.6,No Holiday,Yes,39.4
2022-01-26,15,Autumn,27.9,51.1,25.5,3.87,2,4.2,3.5,No Holiday,Yes,49.1
2022-01-26,16,Spring,20.3,60.9,18.1,4.72,3,4.4,0.7,No Holiday,Yes,45.7
2022-01-26,17,Winter,22.1,64.3,19.8,4.29,5,5.4,0.1,No Holiday,Yes,39.8
2022-01-26,18,Autumn,33.0,64.2,31.9,5.49,2,3.5,1.9,No Holiday,Yes,47.5
2022-01-26,19,Autumn,23.7,56.3,21.6,5.05,5,5.0,3.3,No Holiday,Yes,46.2
2022-01-26,20,Winter,21.8,60.4,20.4,3.86,4,7.4,2.0,No Holiday,Yes,52.8
2022-01-26,21,Summer,29.7,58.4,27.9,5.26,5,1.7,2.3,No Holiday,Yes,38.4
2022-01-26,22,Autumn,32.9,55.9,30.7,5.24,2,0.8,1.6,No Holiday,Yes,45.3
2022-01-26,23,Summer,30.6,55.4,28.5,4.97,5,7.5,2.1,No Holiday,Yes,54.0
2022-01-27,0,Spring,32.0,57.1,30.4,4.81,1,2.1,2.9,No Holiday,Yes,45.8
2022-01-27,1,Summer,23.2,47.9,21.2,5.15,2,4.2,2.4,Holiday,No,40.0
2022-01-27,2,Spring,19.9,61.8,18.7,3.8,3,6.2,2.6,No Holiday,Yes,44.6
2022-01-27,3,Summer,34.5,55.2,31.9,5.8,5,4.9,0.3,No Holiday,Yes,47.7
2022-01-27,4,Autumn,25.4,56.5,23.5,3.6,1,4.9,4.1,No Holiday,Yes,47.4
2022-01-27,5,Autumn,25.7,65.5,23.2,5.16,4,5.1,0.3,No Holiday,Yes,37.3
2022-01-27,6,Spring,33.6,52.2,31.9,5.89,4,10.0,2.2,No Holiday,Yes,57.6
2022-01-27,7,Winter,29.8,54.5,28.0,5.03,5,8.6,1.8,No Holiday,Yes,57.5
2022-01-27,8,Spring,29.3,64.2,27.7,4.81,4,3.6,1.9,Holiday,No,50.5
2022-01-27,9,Spring,37.8,50.3,35.4,5.98,3,7.1,2.9,No Holiday,Yes,71.0
2022-01-27,10,Summer,23.8,55.7,22.1,5.52,2,6.0,1.3,No Holiday,Yes,48.5
2022-01-27,11,Summer,31.6,54.9,29.3,4.28,1,5.0,1.6,Holiday,No,48.8
2022-01-27,12,Spring,27.3,60.2,25.5,5.12,5,3.2,0.9,No Holiday,Yes,36.5
2022-01-27,13,Autumn,28.3,57.3,27.3,4.38,4,5.9,3.1,No Holiday,Yes,53.6
2022-01-27,14,Summer,34.6,49.4,32.9,5.45,2,4.4,2.3,No Holiday,Yes,48.0
2022-01-27,15,Winter,29.5,54.0,28.1,4.83,3,4.2,2.6,No Holiday,Yes,46.3
2022-01-27,16,Summer,29.7,53.7,27.7,4.75,4,3.5,2.8,No Holiday,Yes,50.2
2022-01-27,17,Summer,32.4,55.0,31.0,5.23,4,7.0,4.0,Holiday,No,59.5
2022-01-27,18,Winter,25.2,59.2,22.7,3.95,1,3.5,3.8,No Holiday,Yes,43.0
2022-01-27,19,Spring,22.8,59.8,20.8,4.79,3,3.5,2.3,No Holiday,Yes,36.6
2022-01-27,20,Winter,21.8,51.4,19.9,3.28,3,6.6,2.2,No Holiday,Yes,47.0
2022-01-27,21,Spring,17.2,64.1,14.8,3.99,5,4.7,1.5,No Holiday,Yes,39.6
2022-01-27,22,Spring,37.3,54.8,34.8,5.56,1,4.8,2.7,No Holiday,Yes,60.7
2022-01-27,23,Spring,21.5,64.1,19.5,3.56,5,7.1,2.7,No Holiday,Yes,41.1
2022-01-28,0,Winter,25.9,59.0,24.3,4.69,1,7.6,1.3,No Holiday,Yes,51.2
2022-01-28,1,Spring,25.6,61.7,24.5,3.78,3,0.7,2.7,No Holiday,Yes,41.9
2022-01-28,2,Autumn,28.5,58.3,26.9,4.87,1,4.7,3.0,No Holiday,Yes,48.5
2022-01-28,3,Winter,31.1,61.1,29.4,4.4,1,2.2,0.9,No Holiday,Yes,38.8
2022-01-28,4,Autumn,31.3,57.7,29.2,5.36,1,4.2,2.2,No Holiday,Yes,46.9
2022-01-28,5,Spring,24.1,57.4,22.3,3.95,2,5.0,1.9,No Holiday,Yes,45.1
2022-01-28,6,Summer,26.2,66.2,23.8,4.39,2,4.3,2.0,Holiday,No,44.4
2022-01-28,7,Spring,28.4,60.0,26.7,4.99,3,2.9,1.0,No Holiday,Yes,44.1
2022-01-28,8,Autumn,25.8,59.6,23.8,4.19,1,2.8,0.2,No Holiday,Yes,43.4
2022-01-28,9,Autumn,35.0,49.4,32.4,5.47,3,6.5,1.2,No Holiday,Yes,54.1
2022-01-28,10,Winter,29.5,51.0,27.3,4.19,2,8.1,1.1,No Holiday,Yes,57.6
2022-01-28,11,Summer,30.7,57.0,28.7,5.38,1,0.9,2.4,No Holiday,Yes,42.3
2022-01-28,12,Winter,30.3,56.5,28.6,5.91,5,4.3,2.4,No Holiday,Yes,50.3
2022-01-28,13,Autumn,32.9,52.7,31.2,6.68,2,6.5,2.3,Holiday,No,55.0
2022-01-28,14,Spring,27.9,57.2,26.3,4.84,2,4.9,0.6,No Holiday,Yes,47.1
2022-01-28,15,Summer,20.5,65.2,18.8,4.45,2,2.8,0.9,No Holiday,Yes,38.2
2022-01-28,16,Spring,29.0,59.1,26.6,4.01,1,4.0,1.4,No Holiday,Yes,48.2
2022-01-28,17,Spring,23.7,53.3,21.9,5.13,4,5.6,2.0,No Holiday,Yes,45.9
2022-01-28,18,Summer,24.4,57.2,23.0,4.82,5,4.4,1.7,No Holiday,Yes,33.6
2022-01-28,19,Winter,29.9,52.8,27.0,4.75,5,4.9,2.3,Holiday,No,51.6
2022-01-28,20,Spring,33.2,53.5,31.0,5.94,3,5.0,3.0,No Holiday,Yes,47.7
2022-01-28,21,Autumn,27.1,55.2,25.8,4.58,1,4.0,1.0,Holiday,No,42.0
2022-01-28,22,Spring,28.5,54.5,26.8,4.63,2,6.6,1.0,No Holiday,Yes,43.2
2022-01-28,23,Summer,35.5,49.3,33.5,5.79,4,4.0,2.1,No Holiday,Yes,57.3
2022-01-29,0,Summer,28.2,56.0,25.4,4.29,1,3.0,1.9,No Holiday,Yes,45.5
2022-01-29,1,Summer,40.0,50.8,38.6,6.51,1,9.5,2.7,No Holiday,Yes,66.6
2022-01-29,2,Winter,29.8,44.3,27.3,4.45,4,4.8,2.0,No Holiday,Yes,53.0
2022-01-29,3,Spring,18.2,67.8,15.5,3.29,2,0.0,3.7,Holiday,No,35.2
2022-01-29,4,Winter,30.8,60.1,29.1,4.62,1,7.5,0.4,No Holiday,Yes,53.6
2022-01-29,5,Winter,28.9,54.8,27.0,5.27,5,7.5,2.8,Holiday,No,56.3
2022-01-29,6,Summer,33.4,55.0,32.0,5.04,5,5.9,2.2,No Holiday,Yes,53.5
2022-01-29,7,Summer,30.4,51.2,28.5,4.36,4,6.3,0.6,Holiday,No,46.6
2022-01-29,8,Winter,26.3,63.9,24.3,4.33,2,9.3,0.0,No Holiday,Yes,55.8
2022-01-29,9,Spring,20.9,66.3,18.5,4.07,4,3.1,0.9,No Holiday,Yes,37.3
2022-01-29,10,Autumn,26.0,57.8,23.4,4.01,1,5.3,3.2,No Holiday,Yes,43.7
2022-01-29,11,Winter,22.7,62.3,21.1,3.7,5,8.9,3.1,Holiday,No,55.4
2022-01-29,12,Spring,24.1,58.5,23.1,5.47,3,9.4,1.9,No Holiday,Yes,53.9
2022-01-29,13,Summer,29.9,50.7,28.0,4.56,4,4.3,1.6,No Holiday,Yes,52.6
2022-01-29,14,Summer,35.3,52.7,33.2,5.37,3,9.0,1.1,No Holiday,Yes,61.5
2022-01-29,15,Spring,29.0,56.8,26.8,4.71,3,6.6,1.8,Holiday,No,48.4
2022-01-29,16,Autumn,21.0,56.9,19.2,3.89,5,8.0,1.5,No Holiday,Yes,42.6
2022-01-29,17,Summer,29.2,55.4,27.2,5.23,4,6.5,3.7,No Holiday,Yes,58.6
2022-01-29,18,Summer,33.0,54.7,30.2,5.77,3,5.6,0.8,Holiday,No,51.3
2022-01-29,19,Summer,24.0,57.5,21.8,4.24,1,9.4,2.4,No Holiday,Yes,51.9
2022-01-29,20,Spring,26.3,57.3,24.5,4.01,2,3.9,3.8,No Holiday,Yes,45.3
2022-01-29,21,Winter,27.1,52.6,25.3,5.34,2,8.8,2.8,No Holiday,Yes,60.0
2022-01-29,22,Summer,23.1,55.2,21.2,4.26,5,9.1,0.9,Holiday,No,52.2
2022-01-29,23,Winter,30.2,50.8,27.4,5.89,4,7.7,0.5,Holiday,No,56.2
2022-01-30,0,Autumn,26.4,61.0,24.5,3.52,4,4.9,2.3,No Holiday,Yes,48.0
2022-01-30,1,Summer,29.1,47.8,27.1,5.01,2,5.5,2.2,No Holiday,Yes,47.4
2022-01-30,2,Summer,22.6,62.8,20.8,5.22,1,2.5,3.2,No Holiday,Yes,46.3
2022-01-30,3,Autumn,24.8,63.1,22.3,4.3,2,4.1,2.5,No Holiday,Yes,43.8
2022-01-30,4,Summer,30.6,54.6,27.6,4.95,2,6.2,1.5,No Holiday,Yes,54.4
2022-01-30,5,Winter,25.1,47.0,22.9,4.66,4,2.1,1.4,Holiday,No,42.2
2022-01-30,6,Spring,35.6,52.9,33.6,5.28,3,4.4,0.7,Holiday,No,51.0
2022-01-30,7,Winter,25.0,57.2,23.0,4.34,1,8.9,2.1,No Holiday,Yes,50.5
2022-01-30,8,Spring,28.1,52.5,27.3,4.64,4,4.7,0.6,No Holiday,Yes,43.4
2022-01-30,9,Spring,31.7,53.4,29.3,4.85,2,7.1,2.9,No Holiday,Yes,58.5
2022-01-30,10,Winter,19.9,65.1,17.8,4.61,3,6.1,2.6,No Holiday,Yes,46.9
2022-01-30,11,Winter,18.2,62.2,16.0,4.05,1,4.4,2.6,Holiday,No,44.2
2022-01-30,12,Winter,19.4,55.5,17.7,4.06,5,4.7,0.7,No Holiday,Yes,42.1
2022-01-30,13,Winter,33.3,48.6,31.5,5.74,1,5.3,1.9,No Holiday,Yes,49.7
2022-01-30,14,Autumn,24.2,56.4,22.4,4.29,1,0.9,1.6,No Holiday,Yes,40.8
2022-01-30,15,Summer,39.8,52.2,37.3,5.59,2,6.9,2.1,No Holiday,Yes,58.3
2022-01-30,16,Spring,24.2,59.7,22.4,4.12,2,4.8,2.5,Holiday,No,47.4
2022-01-30,17,Winter,27.9,54.5,24.9,4.79,5,7.0,1.5,No Holiday,Yes,58.5
2022-01-30,18,Winter,34.7,56.6,32.5,4.94,5,5.8,1.5,No Holiday,Yes,55.4
2022-01-30,19,Winter,37.0,61.6,35.7,5.45,5,4.7,2.7,No Holiday,Yes,50.7
2022-01-30,20,Autumn,37.3,57.1,35.4,5.47,4,5.4,0.9,No Holiday,Yes,53.8
2022-01-30,21,Winter,33.0,54.9,31.4,6.37,4,5.4,1.3,No Holiday,Yes,58.4
2022-01-30,22,Winter,32.1,54.6,31.2,3.83,2,8.0,2.0,No Holiday,Yes,56.7
2022-01-30,23,Winter,30.0,54.6,27.2,4.91,2,5.1,2.9,No Holiday,Yes,55.3
2022-01-31,0,Summer,30.9,60.5,28.5,5.95,5,5.6,1.0,No Holiday,Yes,47.6
2022-01-31,1,Autumn,24.2,55.2,22.0,4.49,4,2.5,3.8,No Holiday,Yes,41.7
2022-01-31,2,Winter,22.9,58.3,20.8,4.67,3,4.9,0.6,No Holiday,Yes,41.4
2022-01-31,3,Spring,27.0,57.1,25.7,4.75,4,7.9,3.6,No Holiday,Yes,61.4
2022-01-31,4,Spring,26.1,55.1,24.4,4.28,2,5.9,3.2,No Holiday,Yes,49.3
2022-01-31,5,Spring,24.7,52.1,22.3,3.35,4,2.8,0.6,No Holiday,Yes,33.3
2022-01-31,6,Autumn,30.5,57.1,29.0,5.15,2,3.1,0.4,No Holiday,Yes,51.0
2022-01-31,7,Autumn,31.8,55.2,31.0,4.79,5,3.5,2.7,No Holiday,Yes,50.0
2022-01-31,8,Spring,27.4,58.8,25.6,4.34,5,7.0,1.6,No Holiday,Yes,53.3
2022-01-31,9,Winter,34.4,52.5,32.5,5.19,5,6.8,1.0,No Holiday,Yes,50.3
2022-01-31,10,Autumn,21.3,63.5,19.2,5.0,3,0.0,3.8,No Holiday,Yes,36.7
2022-01-31,11,Spring,26.0,53.7,23.7,5.81,3,4.8,0.8,Holiday,No,44.5
2022-01-31,12,Spring,23.4,64.8,21.1,4.45,2,5.3,1.3,No Holiday,Yes,41.6
2022-01-31,13,Winter,17.7,52.7,15.5,3.53,1,3.1,1.4,No Holiday,Yes,37.0
2022-01-31,14,Summer,26.6,58.8,24.0,4.07,3,4.2,0.0,No Holiday,Yes,37.5
2022-01-31,15,Autumn,26.4,59.0,25.2,4.87,2,7.7,2.1,No Holiday,Yes,49.6
2022-01-31,16,Winter,34.6,51.4,32.3,6.35,4,5.8,1.1,No Holiday,Yes,57.1
2022-01-31,17,Spring,30.2,57.7,27.8,4.89,5,4.0,2.8,No Holiday,Yes,47.0
2022-01-31,18,Spring,21.9,63.6,20.5,3.0,5,4.6,2.9,No Holiday,Yes,42.9
2022-01-31,19,Winter,36.3,45.3,35.0,5.96,5,4.5,2.2,No Holiday,Yes,54.0
2022-01-31,20,Autumn,33.1,57.1,31.5,5.8,2,5.6,2.2,No Holiday,Yes,52.7
2022-01-31,21,Summer,29.9,46.1,28.2,4.2,5,2.1,2.2,No Holiday,Yes,45.8
2022-01-31,22,Summer,25.9,53.4,23.5,4.68,3,3.7,1.3,No Holiday,Yes,43.2
2022-01-31,23,Spring,22.2,64.9,20.5,4.45,4,7.1,1.4,No Holiday,Yes,42.7
2022-02-01,0,Autumn,25.1,55.1,23.6,4.48,5,4.9,3.3,No Holiday,Yes,45.4
2022-02-01,1,Summer,32.4,50.6,30.7,4.85,2,3.3,2.7,No Holiday,Yes,46.7
2022-02-01,2,Autumn,36.4,53.3,33.9,6.15,4,3.4,2.2,No Holiday,Yes,50.5
2022-02-01,3,Autumn,34.7,62.9,32.7,5.27,5,6.4,2.6,No Holiday,Yes,58.0
2022-02-01,4,Spring,24.6,50.3,22.6,3.71,1,4.0,1.9,No Holiday,Yes,43.9
2022-02-01,5,Summer,21.4,54.4,19.5,3.12,5,6.0,2.2,No Holiday,Yes,38.1
2022-02-01,6,Winter,27.7,62.7,25.1,5.4,3,3.7,2.6,No Holiday,Yes,49.8
2022-02-01,7,Spring,18.2,67.0,16.5,4.12,4,2.7,0.0,No Holiday,Yes,33.1
2022-02-01,8,Summer,28.6,56.0,26.0,4.91,3,5.5,2.9,No Holiday,Yes,47.7
2022-02-01,9,Summer,26.3,52.2,24.2,4.41,1,4.8,2.8,Holiday,No,50.3
2022-02-01,10,Summer,24.7,66.0,22.8,4.2,1,6.4,1.2,No Holiday,Yes,41.3
2022-02-01,11,Summer,19.0,65.7,15.8,3.36,3,6.8,3.2,No Holiday,Yes,42.2
2022-02-01,12,Summer,29.6,58.8,28.1,4.74,4,4.3,0.0,No Holiday,Yes,51.6
2022-02-01,13,Autumn,24.3,54.4,22.5,3.37,1,5.7,2.4,No Holiday,Yes,47.6
2022-02-01,14,Spring,21.2,58.5,19.8,3.75,1,4.2,2.0,No Holiday,Yes,39.1
2022-02-01,15,Autumn,12.6,60.6,10.2,3.11,5,6.3,1.7,No Holiday,Yes,38.5
2022-02-01,16,Winter,26.9,58.3,24.0,4.99,2,5.5,2.0,No Holiday,Yes,47.8
2022-02-01,17,Summer,35.9,60.0,33.0,5.57,1,3.8,2.6,No Holiday,Yes,53.2
2022-02-01,18,Spring,35.3,57.9,32.7,5.93,4,3.6,0.2,No Holiday,Yes,50.1
2022-02-01,19,Summer,24.7,53.3,22.8,5.15,4,5.5,3.0,No Holiday,Yes,47.4
2022-02-01,20,Spring,24.0,63.3,22.2,4.93,5,7.3,1.6,No Holiday,Yes,50.5
2022-02-01,21,Autumn,29.3,57.4,28.2,5.17,4,6.8,3.0,Holiday,No,54.0
2022-02-01,22,Spring,22.0,61.1,19.0,4.21,5,3.1,2.6,No Holiday,Yes,38.4
2022-02-01,23,Winter,28.5,62.3,26.3,4.36,1,3.3,1.6,No Holiday,Yes,41.6
2022-02-02,0,Winter,30.8,51.3,29.1,5.45,1,3.6,1.9,No Holiday,Yes,51.3
2022-02-02,1,Spring,33.1,54.9,30.5,6.15,1,3.8,2.0,Holiday,No,51.8
2022-02-02,2,Spring,26.5,54.9,25.0,4.82,1,1.4,3.6,No Holiday,Yes,45.2
2022-02-02,3,Spring,26.0,50.9,23.8,5.56,2,6.6,0.9,No Holiday,Yes,47.8
2022-02-02,4,Spring,22.6,59.6,20.7,3.5,2,4.1,1.6,No Holiday,Yes,42.3
2022-02-02,5,Winter,22.9,68.2,20.5,3.71,1,5.9,0.4,No Holiday,Yes,43.6
2022-02-02,6,Summer,25.9,49.9,23.9,5.01,4,4.4,2.1,No Holiday,Yes,48.6
2022-02-02,7,Spring,28.8,56.2,27.6,5.02,5,5.0,1.4,No Holiday,Yes,46.8
2022-02-02,8,Spring,31.6,58.1,29.5,5.81,3,3.6,1.5,No Holiday,Yes,44.7
2022-02-02,9,Winter,23.0,58.6,20.5,4.29,5,4.9,3.5,No Holiday,Yes,48.0
2022-02-02,10,Winter,34.5,54.2,32.5,5.01,3,3.3,1.2,No Holiday,Yes,48.1
2022-02-02,11,Autumn,25.6,52.1,23.3,4.46,3,5.0,1.8,No Holiday,Yes,46.5
2022-02-02,12,Spring,26.9,57.9,25.4,3.92,1,7.9,1.5,No Holiday,Yes,54.7
2022-02-02,13,Autumn,23.3,55.0,21.3,3.76,3,6.0,1.6,No Holiday,Yes,44.1
2022-02-02,14,Winter,14.9,51.8,13.2,3.97,1,5.6,4.8,No Holiday,Yes,42.2
2022-02-02,15,Winter,31.4,60.4,29.0,5.58,2,2.4,0.3,No Holiday,Yes,42.3
2022-02-02,16,Summer,30.7,59.6,28.7,5.25,4,6.1,2.6,No Holiday,Yes,57.6
2022-02-02,17,Spring,25.6,57.5,23.2,3.7,3,6.3,4.4,Holiday,No,52.7
2022-02-02,18,Autumn,27.3,57.7,24.8,4.55,4,5.5,3.1,No Holiday,Yes,50.9
2022-02-02,19,Winter,29.6,60.4,27.2,4.35,1,5.4,2.0,No Holiday,Yes,47.1
