Unnamed: 0,age,gender,study_hours,attendance,extracurricular,parental_education,region,score
1801,17,male,0.5,67,no,none,east,3.3
1087,15,male,1.1,62,no,none,south,0.0
2666,17,male,7.3,94,yes,high school,south,46.75
3848,17,female,1.3,63,no,high school,north,12.26
4162,16,female,4.0,87,no,none,east,8.01
2394,16,female,4.8,55,yes,none,east,6.27
2264,16,male,4.2,84,yes,none,east,25.17
1366,15,female,0.4,84,no,none,south,0.0
1696,16,male,1.2,94,no,high school,north,44.38
1127,16,female,2.1,68,no,none,east,9.34
4047,17,female,6.0,90,yes,high school,north,17.7
4229,15,male,4.3,88,no,bachelor,west,18.84
590,16,male,0.4,87,no,none,south,6.03
3376,17,female,0.5,85,no,none,south,0.0
457,16,male,3.5,89,yes,high school,south,9.49
2486,15,female,3.9,84,no,bachelor,east,14.08
4033,15,female,0.2,63,no,master,south,5.37
583,16,female,3.9,98,yes,high school,south,7.11
8,17,female,7.4,60,no,high school,south,42.87
138,15,female,0.3,67,yes,bachelor,south,0.0
2350,18,male,0.4,83,no,high school,east,14.98
1726,15,male,4.4,54,yes,high school,west,22.27
2283,17,female,0.6,51,no,high school,south,0.0
2821,16,female,1.5,85,yes,none,east,3.89
3078,15,female,1.9,98,no,bachelor,south,14.69
2756,18,male,1.4,87,no,bachelor,west,1.4
783,16,male,0.3,96,yes,high school,south,1.61
3454,15,male,0.8,95,yes,high school,south,0.0
610,18,male,0.6,99,yes,none,north,7.78
1403,18,male,9.0,98,yes,high school,east,25.79
3807,16,male,1.3,84,yes,bachelor,east,13.73
3095,17,male,1.9,91,no,none,east,0.0
1434,15,male,2.0,81,no,bachelor,north,10.2
17,16,male,0.9,93,yes,none,south,0.0
2472,17,male,9.4,87,no,master,east,95.17
3926,18,female,9.6,91,yes,high school,south,61.08
1283,15,male,0.5,58,no,high school,south,0.0
1501,15,male,3.1,69,no,none,south,0.0
104,17,female,0.6,93,yes,bachelor,east,7.09
421,15,male,0.9,85,no,high school,south,0.0
690,16,female,1.6,81,no,high school,north,16.15
3224,17,male,2.2,97,yes,high school,south,7.09
2190,16,female,1.6,68,no,high school,south,14.95
3226,16,male,0.9,96,yes,none,west,1.05
2432,15,male,2.3,90,no,high school,south,7.8
1154,16,female,2.4,53,no,none,east,0.0
4181,16,female,3.3,65,yes,high school,west,13.51
1214,18,male,1.1,51,no,high school,north,5.77
748,15,male,1.4,96,yes,high school,east,13.66
766,15,male,2.3,80,no,high school,south,2.86
2245,15,female,0.7,90,no,high school,south,0.0
4080,17,female,2.7,99,no,high school,south,8.52
2120,15,male,2.1,83,yes,none,north,6.33
1707,15,male,8.4,91,yes,none,south,27.7
3137,17,female,1.7,66,yes,master,south,34.99
3904,18,male,1.9,85,yes,bachelor,west,6.65
2605,17,male,3.4,81,no,high school,east,27.3
2437,15,female,0.8,83,yes,none,south,0.0
3658,17,female,1.1,87,no,bachelor,north,38.9
3494,15,male,3.4,62,yes,bachelor,north,15.35
2623,18,female,0.6,57,yes,high school,south,6.43
137,15,female,0.3,55,yes,none,east,0.0
699,16,female,0.3,90,no,high school,south,0.0
3340,18,male,1.9,55,no,none,west,0.0
335,16,male,2.6,80,yes,high school,south,0.0
2851,16,male,3.8,54,no,bachelor,south,7.83
2232,18,female,1.7,87,yes,master,north,60.04
452,15,female,0.4,56,yes,high school,north,13.78
2643,18,male,4.8,87,no,high school,south,54.16
459,17,male,1.8,50,yes,none,south,0.0
2135,18,female,0.5,99,no,master,south,12.52
3652,18,female,2.2,84,no,master,east,11.55
2984,18,female,8.3,59,yes,bachelor,east,79.24
398,16,female,0.8,85,no,bachelor,south,0.0
2145,18,female,4.8,83,no,high school,south,13.31
1471,16,male,0.9,99,no,none,south,0.0
147,15,male,2.7,87,yes,high school,west,6.25
3445,16,male,0.6,56,yes,none,west,0.0
3811,16,female,3.3,80,yes,none,south,10.63
2256,15,male,3.3,90,no,high school,east,6.16
116,15,female,0.8,62,yes,bachelor,south,12.06
212,17,male,0.5,60,no,none,south,0.0
1617,17,male,1.8,91,no,none,east,9.71
2592,18,male,8.7,69,no,high school,north,20.54
1144,17,female,0.4,85,no,high school,east,0.0
4001,17,female,1.5,85,yes,high school,south,8.89
2050,18,female,9.5,66,no,high school,north,50.53
1222,15,male,2.9,60,yes,none,south,11.9
747,15,female,4.3,91,no,master,east,58.33
358,15,male,3.2,84,yes,master,south,15.75
2447,15,male,1.1,67,yes,none,north,2.99
1523,16,female,0.9,81,no,bachelor,west,0.0
1469,16,female,0.8,53,no,master,south,7.4
3128,18,female,1.7,88,no,high school,east,23.02
1348,17,female,4.7,98,yes,master,east,24.17
1128,18,female,1.5,83,no,none,east,0.0
2728,18,female,0.8,67,yes,high school,east,24.25
1588,16,male,0.4,50,no,high school,north,9.37
1307,16,female,1.7,90,no,high school,south,0.28
1683,18,male,1.9,88,yes,none,north,9.43
4213,17,female,5.7,83,yes,high school,south,23.61
831,18,male,1.1,99,yes,bachelor,east,12.55
645,16,female,5.2,90,no,bachelor,south,8.4
2442,18,male,1.7,96,no,none,west,0.0
953,16,male,8.4,55,yes,bachelor,south,18.03
1085,15,male,1.0,81,no,master,west,37.86
3213,16,female,0.4,96,yes,bachelor,east,25.57
4146,18,female,2.4,92,yes,none,east,0.0
1067,17,male,2.2,87,no,high school,south,0.0
3013,16,male,1.7,94,no,none,south,7.78
2044,18,male,0.8,92,no,bachelor,east,11.94
1375,16,female,1.5,91,yes,high school,east,7.36
2869,18,female,2.2,87,yes,high school,east,19.85
2615,16,female,1.1,54,yes,bachelor,east,14.04
3744,17,male,1.6,99,no,high school,south,4.22
1648,17,male,3.1,98,yes,high school,east,14.7
2142,17,female,1.3,83,yes,none,east,5.57
1066,15,female,0.8,87,yes,none,south,0.95
2696,18,female,2.0,84,no,none,south,0.0
4130,17,male,1.1,94,yes,high school,north,16.85
4095,15,female,3.2,81,yes,none,north,10.41
4014,16,female,5.7,54,no,high school,east,9.06
2606,15,female,0.4,83,no,bachelor,north,12.58
2069,16,female,0.1,65,no,high school,north,0.0
1180,18,male,5.2,51,no,high school,east,8.31
3003,15,female,6.0,89,no,none,east,19.02
1807,16,female,2.0,96,no,bachelor,east,27.09
2001,17,male,1.3,86,no,bachelor,east,10.82
76,15,female,2.1,95,no,none,east,7.97
3180,15,female,1.5,65,no,high school,east,24.19
3543,18,female,0.2,96,yes,high school,east,0.17
438,17,female,7.1,58,no,bachelor,north,50.16
649,17,male,1.6,91,no,none,south,0.0
760,18,male,4.2,53,yes,none,north,1.1
1577,16,female,4.5,82,no,high school,west,16.78
2528,17,male,6.3,93,yes,none,north,14.64
995,17,female,1.5,80,no,bachelor,south,14.55
2977,15,male,4.4,60,yes,high school,east,28.5
1077,17,male,1.5,84,no,bachelor,east,11.36
384,18,male,1.4,81,no,high school,west,2.71
491,16,male,2.0,66,yes,master,south,15.25
3567,16,female,0.5,65,no,none,south,0.0
1785,15,female,0.2,82,no,master,south,4.04
204,18,female,2.0,63,no,none,east,0.73
2261,16,female,4.5,54,no,bachelor,south,18.2
801,18,male,2.4,65,no,high school,north,37.95
1882,15,male,4.7,93,yes,none,south,6.94
2446,17,female,2.9,93,no,none,south,7.34
2838,15,male,0.6,54,yes,high school,east,1.6
2812,17,female,0.5,87,yes,high school,east,0.02
3281,18,female,1.2,89,yes,none,east,6.46
1429,17,male,1.7,89,no,bachelor,west,3.84
1031,18,male,1.4,55,no,none,south,1.49
2346,15,female,3.3,80,no,high school,east,13.47
4038,17,male,2.9,88,yes,none,south,3.16
1338,16,male,0.4,80,yes,high school,south,0.0
1476,18,female,1.2,51,yes,high school,north,15.93
2146,15,female,0.7,99,yes,bachelor,south,0.0
2138,18,female,0.8,95,yes,master,east,46.59
497,17,male,1.9,66,yes,none,south,0.0
3928,18,female,1.6,56,no,none,south,3.97
491,16,male,2.0,66,yes,master,south,15.25
3803,16,male,1.7,58,no,none,west,0.0
3088,15,female,1.2,69,no,none,north,0.21
3107,17,female,1.9,59,no,bachelor,south,23.86
3161,17,female,0.6,58,no,high school,south,2.29
2114,16,male,4.3,81,no,high school,south,1.41
1076,18,female,1.0,90,no,none,north,0.0
1899,18,male,4.0,91,yes,high school,south,13.87
4078,17,male,0.1,96,yes,bachelor,south,0.0
1450,18,male,0.9,88,no,high school,south,0.0
375,15,female,2.1,95,yes,high school,east,9.9
2805,18,female,0.9,50,yes,high school,north,16.54
3713,18,female,9.6,96,yes,bachelor,east,30.8
2542,15,female,4.6,57,no,none,east,12.62
2948,18,female,1.9,81,no,bachelor,east,11.71
1934,18,female,4.5,96,yes,high school,south,36.37
1806,15,female,0.8,54,no,high school,south,0.0
563,15,male,8.8,88,yes,high school,south,38.55
2201,17,female,4.4,67,yes,high school,north,26.33
183,17,female,0.9,83,no,none,north,0.0
2087,15,male,1.4,94,yes,none,west,6.33
4017,15,male,4.8,80,yes,master,south,34.76
234,16,female,1.9,95,no,none,south,0.0
648,18,female,1.7,89,no,bachelor,south,4.62
3007,17,female,2.0,99,yes,high school,north,12.23
767,18,female,0.5,92,yes,high school,south,12.95
1897,16,male,0.3,60,yes,none,south,0.0
3763,16,female,3.3,50,no,none,east,3.06
4205,18,male,1.7,69,yes,bachelor,east,35.99
580,18,female,0.7,97,no,bachelor,north,10.58
1576,15,male,4.6,84,yes,high school,south,21.01
3976,18,male,1.9,50,no,high school,south,0.0
3962,16,male,0.1,61,no,high school,south,0.0
339,17,male,0.8,96,no,high school,south,0.0
3296,17,female,6.0,52,yes,high school,east,43.94
1098,18,female,3.7,83,yes,none,north,6.09
1783,15,female,1.5,52,yes,high school,south,8.76
2771,17,female,0.3,93,yes,none,south,4.62
2800,16,female,3.3,68,yes,bachelor,east,31.42
1644,16,female,2.4,91,no,high school,south,1.0
4210,15,female,1.6,64,yes,high school,north,13.77
742,17,female,3.6,80,no,bachelor,south,10.66
2157,18,female,3.9,55,no,high school,south,0.72
2580,16,male,1.2,69,yes,bachelor,east,21.79
2508,16,male,0.2,93,no,high school,east,18.56
2785,17,male,0.9,95,yes,none,south,11.54
1847,16,male,1.6,64,no,bachelor,south,3.59
1846,17,female,1.5,98,no,none,north,8.01
2073,18,male,4.1,55,no,high school,east,7.46
2589,17,male,0.4,57,no,none,east,0.14
2435,15,female,1.7,83,no,bachelor,south,0.0
3094,18,female,3.6,81,yes,none,east,42.04
3819,15,female,1.9,82,yes,bachelor,south,4.88
3159,17,male,1.5,51,no,bachelor,east,8.63
3768,18,male,6.7,57,no,high school,north,24.9
3090,16,male,1.8,91,yes,high school,south,13.58
1331,17,female,1.0,88,no,none,north,8.77
2627,17,female,6.7,99,no,none,east,32.99
3473,18,female,0.8,83,no,high school,south,0.0
2193,17,female,2.3,81,yes,high school,south,14.24
2695,16,female,0.3,99,yes,none,south,4.69
1039,17,male,1.5,89,no,none,west,0.0
2873,18,male,1.4,86,yes,none,south,4.43
2599,15,male,1.6,84,no,bachelor,south,2.53
3747,15,female,1.4,93,no,none,east,0.94
2251,17,male,0.8,60,yes,none,south,0.0
3864,16,male,1.0,94,yes,none,east,7.74
2834,18,female,0.2,66,no,high school,south,0.0
3641,15,female,2.8,94,yes,high school,south,5.32
2979,18,male,0.6,62,yes,high school,west,1.43
43,18,male,0.8,89,no,high school,south,0.0
215,17,male,1.9,80,no,none,south,0.0
3772,17,female,2.6,51,no,high school,west,5.83
2365,15,female,1.7,64,no,bachelor,east,8.83
4149,18,male,7.3,88,no,none,east,17.08
3887,18,male,0.8,80,no,master,west,9.9
1048,18,male,1.4,52,no,none,south,0.0
2291,17,female,1.8,65,no,high school,west,8.79
3122,18,male,6.5,68,no,high school,south,20.51
4194,16,male,1.1,94,no,bachelor,south,1.93
1268,15,female,0.9,82,no,none,south,10.07
3465,17,female,0.6,60,no,high school,south,0.0
1464,16,female,0.1,82,no,none,east,0.0
2202,16,female,0.1,59,no,master,west,12.89
3504,17,female,4.8,60,no,high school,east,6.65
1945,17,female,3.2,69,no,high school,east,17.99
38,16,female,3.2,95,yes,none,east,0.0
2621,17,female,2.8,87,no,none,south,0.0
3686,15,female,4.8,59,yes,none,east,6.42
3547,17,male,1.4,81,no,none,south,0.0
548,18,female,4.3,94,yes,high school,south,31.04
860,17,female,4.3,99,no,high school,north,8.7
3027,16,male,0.8,92,yes,high school,south,3.51
3277,15,female,0.1,96,yes,none,north,9.6
1491,17,female,5.0,63,no,high school,north,21.38
3679,15,female,7.0,62,no,none,south,0.02
60,17,female,1.8,96,no,high school,south,0.0
3780,16,female,0.3,93,no,none,south,0.0
270,15,female,0.3,92,no,bachelor,south,26.21
2673,15,female,1.9,62,no,bachelor,east,17.25
609,17,male,0.5,90,yes,high school,north,7.15
659,18,male,9.6,51,no,none,south,47.26
198,15,female,1.0,82,no,none,east,0.0
1922,15,male,2.3,60,no,high school,south,7.6
698,18,male,0.8,94,no,bachelor,south,0.0
50,16,female,3.0,90,yes,high school,south,1.81
3274,15,female,1.8,98,no,high school,east,6.19
3344,17,male,1.1,54,yes,high school,south,0.0
279,15,female,3.9,91,yes,none,east,21.15
3808,18,female,1.9,87,yes,high school,north,6.76
1632,15,female,0.3,53,yes,none,east,0.0
208,18,male,2.9,55,yes,high school,south,5.76
1418,17,male,9.4,64,yes,high school,south,22.91
2967,16,female,4.8,52,no,none,south,0.0
3918,16,male,0.9,53,no,none,south,0.0
3880,16,male,0.7,90,no,bachelor,east,14.19
3814,18,female,4.7,90,no,high school,south,14.21
3483,17,male,5.9,98,no,none,east,9.68
2439,15,male,5.0,53,yes,high school,east,16.44
3279,16,female,0.7,52,no,none,west,0.0
831,18,male,1.1,99,yes,bachelor,east,12.55
807,16,male,1.6,92,no,high school,east,6.46
2759,17,male,2.2,90,yes,none,north,9.35
2747,16,female,4.3,56,yes,bachelor,east,27.65
407,16,male,2.8,87,yes,none,east,15.99
1963,17,male,0.6,88,no,bachelor,east,25.08
3853,16,male,3.7,67,no,none,north,8.11
977,16,female,0.4,86,no,bachelor,west,0.0
2024,15,female,1.5,89,yes,bachelor,south,10.27
3849,15,male,1.9,93,no,none,east,3.71
2493,17,male,3.7,62,no,none,south,0.0
1641,16,female,5.0,93,yes,high school,south,12.51
1657,17,male,9.0,93,yes,high school,north,25.19
374,16,male,4.7,82,yes,high school,east,9.92
3305,17,male,0.7,87,yes,high school,south,0.0
1246,15,male,3.4,64,no,none,south,9.54
3123,18,female,3.6,89,no,high school,south,4.05
2833,15,male,1.4,99,yes,high school,south,0.0
2870,15,male,1.4,56,no,none,south,0.0
3581,18,female,3.3,85,no,bachelor,east,13.52
2977,15,male,4.4,60,yes,high school,east,28.5
3017,15,female,4.5,69,yes,master,south,16.27
290,16,male,0.8,67,yes,none,east,1.42
38,16,female,3.2,95,yes,none,east,0.0
2563,17,female,1.8,55,no,master,south,5.14
439,16,male,0.8,64,no,high school,east,0.63
1903,18,female,1.9,53,no,high school,north,6.21
3062,18,male,0.9,53,no,high school,south,0.0
3149,16,male,9.4,68,yes,master,south,54.62
50,16,female,3.0,90,yes,high school,south,1.81
3972,18,male,4.9,84,no,bachelor,south,20.44
2362,15,male,1.5,83,no,bachelor,west,9.36
525,18,male,1.5,65,yes,high school,east,6.34
2076,16,female,6.5,99,no,high school,south,57.04
3738,17,male,1.0,87,no,high school,south,0.0
2082,16,male,5.2,90,yes,high school,east,35.96
2957,15,male,1.4,91,no,high school,east,9.85
2379,16,female,0.2,99,yes,none,east,3.94
3795,15,female,0.5,65,yes,bachelor,north,11.22
2342,17,male,2.6,98,yes,high school,east,19.45
386,17,female,6.2,90,no,none,south,5.98
2876,15,male,0.7,58,yes,none,south,0.0
1672,15,male,1.4,84,no,high school,south,0.0
3807,16,male,1.3,84,yes,bachelor,east,13.73
2667,15,male,4.3,93,no,master,north,59.52
3558,16,male,8.5,81,no,high school,east,17.98
2,17,female,0.6,92,no,bachelor,south,0.0
20,18,male,1.0,50,yes,bachelor,south,6.75
2806,17,male,0.6,62,yes,none,south,0.0
1789,15,male,1.1,98,no,high school,north,1.81
3211,18,male,8.7,64,no,high school,west,23.98
607,16,male,1.8,64,no,high school,south,0.0
630,18,male,4.8,61,yes,high school,south,4.47
1132,18,female,1.0,84,no,high school,east,0.0
2863,16,female,1.3,89,no,high school,south,2.9
1744,15,male,5.8,63,no,bachelor,south,8.7
17,16,male,0.9,93,yes,none,south,0.0
2492,17,female,1.1,92,no,none,south,0.0
3019,17,male,1.1,67,no,high school,south,0.0
2805,18,female,0.9,50,yes,high school,north,16.54
3275,15,male,7.3,53,no,none,south,32.09
311,17,female,1.7,82,yes,master,east,20.4
2059,16,male,3.8,89,no,none,north,18.02
2422,16,male,1.7,87,no,high school,north,11.49
1923,18,female,0.7,87,no,high school,north,23.93
4174,15,female,1.5,52,no,bachelor,south,7.64
2840,17,female,4.4,55,yes,none,west,4.98
3324,17,female,0.6,83,yes,none,west,0.0
2813,18,female,4.1,58,no,none,west,3.78
567,16,male,1.6,53,yes,none,east,22.07
1616,15,female,4.5,64,no,high school,east,12.77
1218,16,male,1.8,57,no,high school,north,33.82
1186,15,male,9.1,63,no,bachelor,east,29.55
778,17,male,0.4,82,yes,none,west,0.96
2989,18,male,0.1,65,yes,bachelor,north,4.47
3828,17,female,1.1,55,no,bachelor,south,7.28
3643,18,female,3.1,91,no,high school,east,7.68
2322,18,female,3.3,55,yes,high school,east,6.34
3017,15,female,4.5,69,yes,master,south,16.27
2880,18,male,4.2,86,no,high school,south,12.53
4198,15,female,1.4,92,yes,master,south,4.2
1629,15,male,0.2,91,no,master,south,16.33
2197,18,female,4.1,80,yes,high school,west,36.18
2793,16,female,2.2,84,yes,bachelor,east,40.6
3058,15,female,5.7,94,yes,master,south,34.91
2826,15,male,1.5,65,no,bachelor,south,3.46
1767,15,male,1.0,86,no,high school,east,5.03
472,15,female,1.7,81,yes,bachelor,south,3.61
3878,15,male,0.9,88,no,high school,south,0.0
3728,15,female,9.2,82,yes,high school,south,26.26
3845,18,female,1.1,55,yes,high school,south,0.0
3389,16,female,3.9,59,yes,none,east,17.21
1449,18,female,1.9,53,no,none,south,0.0
3672,15,female,2.0,99,yes,bachelor,west,57.02
915,16,male,1.6,88,no,none,south,0.0
1203,17,female,1.4,64,no,high school,east,2.2
2993,16,female,1.5,55,no,none,south,0.0
102,18,male,1.1,89,no,high school,south,19.23
51,18,female,1.9,82,no,none,north,14.14
3926,18,female,9.6,91,yes,high school,south,61.08
1815,18,female,4.5,82,no,bachelor,west,8.64
3023,17,female,0.9,65,yes,high school,south,5.54
1656,17,female,8.0,81,no,master,east,71.25
3592,15,female,6.0,62,yes,high school,east,18.74
200,18,male,8.5,60,yes,bachelor,south,25.25
2160,16,female,2.9,67,no,high school,east,12.35
3066,17,male,7.0,90,yes,none,south,26.1
2391,15,male,0.6,53,no,high school,north,0.0
1624,16,female,1.0,64,no,master,south,8.68
3648,18,female,4.1,80,no,none,south,5.29
4009,16,female,1.4,88,no,bachelor,south,6.59
3743,18,female,2.8,88,yes,none,south,7.45
749,17,female,8.7,57,yes,none,south,36.09
282,15,male,1.7,95,no,none,east,3.51
311,17,female,1.7,82,yes,master,east,20.4
114,16,female,2.0,94,no,high school,north,36.49
223,18,female,1.5,99,no,master,south,13.21
2969,18,male,1.9,53,no,high school,south,8.33
4030,16,male,2.4,61,no,high school,north,12.1
3525,15,male,2.0,56,no,high school,south,1.88
291,17,male,0.2,93,no,high school,east,10.03
3451,16,male,4.8,56,yes,bachelor,east,14.04
1006,15,female,0.8,81,yes,bachelor,east,12.26
1428,16,male,1.6,60,no,high school,south,5.2
3343,15,female,0.5,63,no,high school,north,8.78
594,17,female,1.0,55,no,none,south,0.0
4155,15,female,1.8,68,no,high school,south,0.0
3162,16,male,3.0,98,no,bachelor,north,22.88
126,15,female,8.0,58,no,high school,east,37.06
2367,17,male,8.3,93,yes,high school,south,27.27
2583,15,female,4.2,90,no,bachelor,west,17.5
800,18,female,1.4,96,no,high school,east,10.04
1286,17,male,0.3,86,no,none,north,0.0
69,16,female,1.7,80,no,none,south,0.0
2130,16,female,4.0,56,yes,master,west,54.26
2153,18,male,0.8,84,yes,none,north,36.21
3135,17,female,1.9,59,no,master,east,11.2
1917,16,female,1.9,52,no,high school,west,0.0
529,15,female,1.0,50,no,high school,south,7.27
3973,18,female,2.0,91,no,none,south,0.0
1737,16,male,0.5,69,no,high school,north,4.58
1646,18,female,1.6,50,no,none,south,0.0
2568,18,female,2.0,92,yes,none,east,5.04
3708,17,female,1.7,90,no,bachelor,south,24.08
3712,17,female,1.2,90,yes,none,south,0.03
2904,16,male,4.1,84,yes,master,south,15.9
3469,18,male,0.7,81,yes,high school,north,28.82
443,15,male,4.7,84,no,bachelor,east,33.55
3309,18,male,1.9,86,yes,high school,west,10.78
31,15,female,4.8,92,yes,high school,east,17.29
3408,17,male,2.9,51,no,none,east,0.0
2373,16,female,0.6,63,yes,master,south,12.9
2992,18,male,1.0,96,yes,none,east,2.01
559,15,male,1.1,91,no,bachelor,east,7.27
953,16,male,8.4,55,yes,bachelor,south,18.03
3982,17,male,1.5,85,yes,high school,west,9.67
570,17,male,1.7,88,yes,high school,north,16.5
3053,16,male,1.3,89,no,bachelor,east,35.43
1036,16,female,3.8,60,yes,bachelor,south,13.4
2719,18,male,1.9,97,yes,high school,south,4.44
2294,15,male,7.1,92,yes,none,south,5.75
4130,17,male,1.1,94,yes,high school,north,16.85
3900,18,male,4.5,95,no,high school,south,5.62
3517,16,male,0.4,54,yes,bachelor,east,3.88
1142,18,female,1.9,82,yes,high school,south,1.4
2066,18,female,0.2,52,no,bachelor,south,4.94
2697,16,female,1.5,61,no,high school,south,0.0
2653,16,male,0.7,61,no,none,east,0.0
902,17,female,0.4,88,no,bachelor,west,6.55
284,15,female,9.2,90,yes,none,south,26.3
1357,16,male,1.0,62,yes,high school,south,12.25
3865,17,male,1.2,99,yes,none,east,3.55
1740,17,male,2.0,55,yes,bachelor,east,17.65
3154,15,male,4.9,82,yes,high school,east,19.88
3371,17,male,7.4,93,no,high school,east,51.53
3954,15,male,1.1,86,no,high school,east,10.16
229,16,male,8.2,69,yes,none,south,9.71
852,15,female,1.2,88,yes,bachelor,north,18.91
2680,17,male,9.2,93,yes,high school,west,86.22
459,17,male,1.8,50,yes,none,south,0.0
1768,16,male,2.0,99,no,bachelor,south,13.4
3210,17,male,1.9,93,no,high school,south,16.37
2893,16,female,0.8,90,yes,none,east,0.0
2659,16,male,1.4,94,no,high school,east,32.42
1259,18,female,8.9,81,no,bachelor,south,66.85
953,16,male,8.4,55,yes,bachelor,south,18.03
3985,17,male,1.2,50,yes,high school,south,4.74
940,17,female,2.9,57,yes,bachelor,north,41.95
3313,18,male,2.0,99,yes,none,south,12.57
1641,16,female,5.0,93,yes,high school,south,12.51
1561,16,male,0.5,66,no,none,west,0.0
619,18,male,2.0,51,yes,high school,north,19.48
1900,15,female,4.4,84,yes,high school,north,21.95
2684,18,male,2.1,67,yes,high school,north,10.7
3131,18,female,5.0,80,no,none,south,0.0
2573,18,female,2.0,67,no,high school,south,0.0
3529,15,male,2.9,85,no,bachelor,south,6.06
2286,17,female,1.0,92,no,master,east,10.1
4130,17,male,1.1,94,yes,high school,north,16.85
2524,15,female,1.1,60,no,high school,south,6.46
743,16,male,9.1,98,yes,bachelor,east,72.01
1217,17,male,1.4,51,no,bachelor,west,13.82
1636,17,female,0.7,90,no,high school,east,11.36
2630,18,female,0.3,62,yes,high school,south,4.12
3751,15,male,1.9,69,yes,none,south,0.0
3875,17,male,1.8,81,yes,none,north,10.07
3663,15,male,2.5,80,no,high school,east,8.37
1328,18,female,0.2,50,yes,high school,north,27.58
1537,18,male,0.5,90,yes,none,south,3.78
3266,18,female,6.4,94,no,high school,west,8.04
36,17,female,7.2,92,yes,high school,south,22.54
3787,18,female,1.3,97,yes,high school,east,12.63
4025,17,female,2.4,86,yes,none,south,29.32
3040,15,female,1.5,84,no,bachelor,west,5.13
3460,16,female,3.1,52,no,none,south,0.0
1145,16,female,0.3,86,no,high school,south,3.65
3409,16,male,0.3,85,no,none,south,0.0
3400,17,male,0.6,67,no,high school,south,0.0
4008,17,female,0.3,90,no,high school,west,0.0
1375,16,female,1.5,91,yes,high school,east,7.36
1619,15,female,0.1,87,yes,none,south,21.2
2985,16,female,1.1,81,no,none,east,8.94
424,16,female,3.3,57,yes,bachelor,east,19.79
1363,16,female,5.7,59,yes,high school,south,29.64
3543,18,female,0.2,96,yes,high school,east,0.17
1310,17,female,2.5,50,no,high school,south,6.31
788,16,female,1.2,88,yes,none,south,0.0
3740,18,female,3.3,66,no,high school,south,6.0
2288,17,female,4.7,94,no,master,east,32.69
187,16,male,0.4,55,no,high school,south,0.0
1418,17,male,9.4,64,yes,high school,south,22.91
3756,18,male,4.9,89,no,high school,south,7.0
1751,15,male,4.1,86,no,high school,west,14.7
3070,15,male,3.1,83,yes,high school,south,8.09
477,16,male,1.8,83,no,high school,south,3.35
2785,17,male,0.9,95,yes,none,south,11.54
1678,16,female,2.1,69,no,none,south,0.0
1664,16,male,0.6,69,no,high school,south,0.3
3091,16,female,0.6,82,yes,none,north,8.9
3950,15,male,1.1,95,yes,none,south,0.0
2913,17,female,1.5,85,yes,bachelor,south,10.26
3224,17,male,2.2,97,yes,high school,south,7.09
3810,16,male,1.8,95,yes,high school,south,6.06
2352,18,male,4.9,55,yes,none,south,5.95
2712,18,male,4.7,69,yes,bachelor,east,25.83
447,17,male,2.9,68,no,none,west,4.34
2460,18,female,1.7,95,no,high school,west,7.32
4168,15,female,4.7,81,no,none,south,0.0
480,15,female,0.8,87,yes,none,east,2.05
2611,16,female,0.3,53,yes,bachelor,south,2.07
463,17,female,2.0,61,no,none,south,3.07
3132,18,male,1.2,87,yes,none,south,0.0
2528,17,male,6.3,93,yes,none,north,14.64
1627,16,female,7.0,80,no,bachelor,east,54.73
2517,16,male,1.8,81,yes,none,north,9.1
3453,17,male,1.9,56,no,bachelor,south,4.7
1061,16,male,1.8,93,yes,bachelor,north,14.74
3435,16,female,1.3,59,yes,bachelor,north,8.05
2555,16,female,1.6,89,yes,bachelor,north,60.6
610,18,male,0.6,99,yes,none,north,7.78
776,18,male,0.5,83,yes,bachelor,north,14.65
4034,17,female,1.8,83,no,high school,south,0.0
91,16,male,3.3,63,yes,none,east,0.0
3185,18,female,3.2,80,no,none,south,0.0
1830,17,female,0.2,84,no,bachelor,east,8.55
2788,17,male,1.2,67,no,none,south,0.0
1342,16,female,9.9,65,no,high school,north,30.14
3417,16,female,8.0,94,yes,none,south,17.26
1858,15,male,0.4,66,yes,high school,east,0.0
1482,18,female,4.8,87,yes,none,east,17.43
2376,15,male,1.7,91,no,high school,west,4.59
219,16,female,0.4,98,yes,high school,north,16.92
2516,17,female,1.9,67,no,high school,south,1.25
2728,18,female,0.8,67,yes,high school,east,24.25
1289,17,female,9.0,59,no,high school,west,38.66
945,17,male,0.1,86,yes,none,south,0.6
1235,18,male,7.1,89,yes,high school,south,55.7
1054,18,male,4.0,66,yes,master,north,29.02
3445,16,male,0.6,56,yes,none,west,0.0
227,17,male,1.4,96,no,high school,north,8.05
1278,18,male,4.0,56,no,bachelor,south,9.95
3934,16,female,1.7,80,no,none,south,0.0
2959,16,female,0.3,99,no,bachelor,south,11.04
1282,16,female,1.6,97,yes,bachelor,south,11.78
1513,18,male,9.3,93,yes,none,north,29.1
330,18,female,0.3,97,yes,none,east,0.0
424,16,female,3.3,57,yes,bachelor,east,19.79
2962,16,male,0.4,95,yes,high school,north,5.48
2238,15,male,8.8,80,yes,high school,west,67.63
3522,15,female,1.3,51,yes,none,east,0.0
1575,16,female,0.1,99,no,bachelor,west,4.26
67,18,female,1.0,86,yes,bachelor,south,5.6
2721,15,female,4.1,52,no,none,south,0.0
1285,18,female,0.8,69,yes,none,east,7.19
