emp_score,emp_degree,emp_experience,emp_hours,emp_age
78.7,0,9,10.0,58
81.3,0,9,9.3,19
100.0,1,26,11.7,55
68.2,1,19,4.6,49
64.2,1,8,4.5,57
80.5,1,16,6.3,45
86.3,1,26,6.1,54
64.7,0,14,6.0,58
88.7,1,1,11.3,18
80.3,1,30,6.0,58
82.7,1,29,6.2,27
87.4,1,3,10.1,21
68.5,0,18,7.6,52
72.5,0,16,10.2,27
70.0,1,4,4.5,28
63.9,0,6,7.9,31
69.3,0,17,4.3,55
68.2,1,20,4.5,29
93.2,1,21,11.3,34
62.8,1,26,5.1,33
93.5,1,6,8.3,52
85.9,1,16,7.3,19
80.9,1,6,6.8,28
98.2,1,3,11.2,58
66.1,1,7,4.2,20
63.9,0,12,9.3,46
100.0,1,3,11.7,35
77.6,1,5,8.5,37
98.0,1,24,11.5,31
68.3,1,4,4.4,51
70.4,0,29,7.4,48
77.2,1,11,6.1,57
73.8,0,3,9.8,59
100.0,1,23,11.9,35
82.5,1,28,6.1,47
93.9,1,8,9.2,42
75.2,1,3,5.6,36
83.4,1,18,8.5,25
88.4,1,23,7.7,45
100.0,1,13,11.8,25
91.6,1,4,8.9,48
76.4,0,17,6.8,20
57.3,0,9,4.9,20
59.4,0,24,5.2,39
80.4,1,18,5.8,34
78.4,1,11,6.0,53
100.0,1,17,10.8,34
68.4,0,16,8.5,31
63.8,0,29,8.2,26
71.1,1,23,4.9,47
63.2,0,10,10.9,38
88.4,1,2,9.8,29
75.3,1,22,4.5,54
97.8,1,16,9.7,49
70.2,0,0,8.3,28
56.0,0,14,4.7,37
65.9,0,27,7.7,52
79.3,1,8,7.9,28
79.9,1,14,5.3,25
68.6,0,27,11.6,21
93.2,1,23,10.8,44
92.2,1,27,9.4,57
64.5,0,28,7.7,55
90.2,1,2,7.3,47
87.8,1,21,9.2,44
61.4,0,26,8.4,38
53.7,0,18,4.5,37
86.3,1,12,8.1,21
94.2,1,11,10.5,28
77.4,1,19,7.7,30
75.8,1,0,4.4,26
99.6,1,20,10.3,21
75.1,1,16,5.6,29
84.1,1,12,6.1,26
77.2,1,0,5.3,30
62.5,0,9,6.6,43
90.0,1,14,10.1,55
90.8,1,26,8.2,59
77.4,1,26,5.6,30
100.0,1,29,11.0,56
66.8,0,6,11.0,45
100.0,1,27,11.0,36
62.1,0,21,5.9,41
83.7,1,17,7.6,36
100.0,1,15,11.9,30
92.5,1,13,10.2,30
61.1,1,26,4.2,45
65.1,1,27,4.5,19
89.7,1,17,7.7,27
100.0,1,26,11.3,39
86.7,1,6,8.3,30
83.4,1,16,8.0,26
67.3,0,28,4.8,50
65.0,0,17,9.3,31
99.1,1,11,10.6,37
78.0,1,7,7.0,32
91.4,1,21,10.2,49
68.5,0,30,11.7,50
73.5,1,29,5.6,34
86.6,1,1,8.2,41
67.5,0,6,6.3,47
78.1,1,3,10.3,30
84.8,1,17,8.6,33
88.9,1,27,9.1,19
100.0,1,5,10.4,34
76.9,1,26,7.2,49
72.1,0,30,11.3,60
94.7,1,8,8.3,25
67.1,1,26,5.3,20
95.0,1,8,9.6,29
92.5,1,13,10.3,37
76.9,1,7,6.5,33
94.8,1,30,10.9,31
67.6,0,18,11.2,33
91.6,1,2,6.2,60
100.0,1,17,11.9,50
78.6,1,4,5.1,47
77.7,1,13,5.6,29
57.4,0,27,5.5,32
100.0,1,29,11.2,35
96.9,1,3,9.2,45
69.2,1,6,5.2,40
88.7,1,19,7.5,31
93.7,1,24,8.9,47
73.9,0,27,4.7,50
97.7,1,11,11.1,32
64.9,0,1,10.4,24
84.4,1,10,8.0,32
78.9,0,13,11.7,59
58.2,0,21,7.3,55
93.1,1,30,11.9,28
92.5,1,22,9.3,46
88.6,1,15,9.1,48
74.0,1,19,5.3,42
100.0,1,28,11.1,41
80.6,1,5,7.4,36
64.5,1,22,5.3,19
74.3,0,3,4.1,39
83.2,1,14,8.5,37
81.7,1,23,8.2,50
99.4,1,24,9.8,25
69.2,0,0,11.1,42
64.3,0,6,4.6,26
72.3,0,24,9.9,51
80.2,1,30,5.5,40
97.2,1,11,10.9,22
78.2,0,9,10.6,42
76.8,1,4,8.3,25
97.4,1,11,9.7,33
75.1,1,17,6.5,32
91.8,1,9,7.8,18
71.3,0,5,10.6,39
81.2,1,27,7.7,20
84.2,1,11,6.9,55
90.3,1,6,8.0,31
100.0,1,17,10.6,53
61.5,0,1,6.7,35
71.8,1,9,5.4,58
69.7,0,14,9.7,35
97.5,1,29,10.6,20
75.4,1,11,4.8,27
55.8,0,25,5.9,56
74.8,1,16,5.1,18
65.3,0,3,6.8,44
80.0,1,6,7.6,44
91.2,1,29,10.0,28
